filepath,filename,domain,label,stratify_key,flag,split
Training_Pool_A_Walls\Non-Cracked\7104-242.jpg,7104-242.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7093-100.jpg,7093-100.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7021-138.jpg,7021-138.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7029-89.jpg,7029-89.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7122-210.jpg,7122-210.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7037-232.jpg,7037-232.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7127-148.jpg,7127-148.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7037-137.jpg,7037-137.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7116-187.jpg,7116-187.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7128-23.jpg,7128-23.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7093-124.jpg,7093-124.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7135-215.jpg,7135-215.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7008-213.jpg,7008-213.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7079-73.jpg,7079-73.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7073-237.jpg,7073-237.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7128-138.jpg,7128-138.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7139-129.jpg,7139-129.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7021-117.jpg,7021-117.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7049-31.jpg,7049-31.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7088-249.jpg,7088-249.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7128-95.jpg,7128-95.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7121-39.jpg,7121-39.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7078-157.jpg,7078-157.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7044-123.jpg,7044-123.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7035-166.jpg,7035-166.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7015-152.jpg,7015-152.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7020-10.jpg,7020-10.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7140-177.jpg,7140-177.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7090-16.jpg,7090-16.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7084-136.jpg,7084-136.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Cracked\7081-53.jpg,7081-53.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7134-47.jpg,7134-47.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7128-120.jpg,7128-120.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7033-14.jpg,7033-14.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7129-89.jpg,7129-89.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7045-141.jpg,7045-141.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7040-161.jpg,7040-161.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7136-132.jpg,7136-132.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7036-98.jpg,7036-98.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7048-85.jpg,7048-85.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7096-233.jpg,7096-233.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7037-136.jpg,7037-136.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7072-74.jpg,7072-74.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7050-250.jpg,7050-250.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7007-162.jpg,7007-162.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7138-37.jpg,7138-37.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7087-48.jpg,7087-48.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7023-84.jpg,7023-84.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7102-211.jpg,7102-211.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7073-149.jpg,7073-149.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7024-180.jpg,7024-180.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7105-179.jpg,7105-179.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7084-105.jpg,7084-105.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7084-9.jpg,7084-9.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7051-97.jpg,7051-97.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7053-216.jpg,7053-216.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7106-182.jpg,7106-182.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7021-204.jpg,7021-204.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7008-99.jpg,7008-99.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7007-123.jpg,7007-123.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7034-75.jpg,7034-75.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7100-187.jpg,7100-187.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7008-51.jpg,7008-51.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7020-108.jpg,7020-108.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7074-194.jpg,7074-194.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7035-77.jpg,7035-77.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7139-66.jpg,7139-66.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7138-166.jpg,7138-166.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7093-107.jpg,7093-107.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7084-195.jpg,7084-195.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7044-127.jpg,7044-127.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7082-190.jpg,7082-190.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7033-86.jpg,7033-86.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7070-170.jpg,7070-170.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7036-48.jpg,7036-48.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7057-24.jpg,7057-24.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7106-175.jpg,7106-175.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7047-116.jpg,7047-116.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7046-184.jpg,7046-184.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7124-175.jpg,7124-175.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7031-79.jpg,7031-79.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7020-214.jpg,7020-214.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7084-175.jpg,7084-175.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7047-29.jpg,7047-29.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7077-184.jpg,7077-184.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7135-140.jpg,7135-140.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7017-210.jpg,7017-210.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7029-108.jpg,7029-108.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Cracked\7029-142.jpg,7029-142.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7134-152.jpg,7134-152.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7051-212.jpg,7051-212.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7116-177.jpg,7116-177.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7075-45.jpg,7075-45.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7008-158.jpg,7008-158.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7023-130.jpg,7023-130.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7047-5.jpg,7047-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7132-190.jpg,7132-190.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7096-55.jpg,7096-55.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7127-197.jpg,7127-197.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7082-29.jpg,7082-29.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7032-79.jpg,7032-79.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7084-76.jpg,7084-76.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7034-113.jpg,7034-113.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7132-1.jpg,7132-1.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7105-145.jpg,7105-145.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7140-15.jpg,7140-15.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7032-74.jpg,7032-74.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7022-220.jpg,7022-220.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7034-80.jpg,7034-80.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7032-186.jpg,7032-186.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7098-229.jpg,7098-229.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7037-196.jpg,7037-196.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7084-178.jpg,7084-178.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7131-46.jpg,7131-46.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7115-118.jpg,7115-118.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7043-5.jpg,7043-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7034-34.jpg,7034-34.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7008-140.jpg,7008-140.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7082-41.jpg,7082-41.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7009-48.jpg,7009-48.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7112-87.jpg,7112-87.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7014-14.jpg,7014-14.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7108-51.jpg,7108-51.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7083-39.jpg,7083-39.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7005-122.jpg,7005-122.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7003-189.jpg,7003-189.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7081-207.jpg,7081-207.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7107-131.jpg,7107-131.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7090-228.jpg,7090-228.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7028-62.jpg,7028-62.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7005-58.jpg,7005-58.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7041-63.jpg,7041-63.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7019-117.jpg,7019-117.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7140-133.jpg,7140-133.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7104-134.jpg,7104-134.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7081-182.jpg,7081-182.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7123-198.jpg,7123-198.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7077-232.jpg,7077-232.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7127-77.jpg,7127-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7010-184.jpg,7010-184.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7031-188.jpg,7031-188.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7002-185.jpg,7002-185.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7047-27.jpg,7047-27.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7019-27.jpg,7019-27.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7047-139.jpg,7047-139.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7040-139.jpg,7040-139.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7080-202.jpg,7080-202.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7108-103.jpg,7108-103.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7070-156.jpg,7070-156.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7081-110.jpg,7081-110.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7049-11.jpg,7049-11.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7116-74.jpg,7116-74.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7020-113.jpg,7020-113.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Cracked\7105-130.jpg,7105-130.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7014-68.jpg,7014-68.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7108-182.jpg,7108-182.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7006-47.jpg,7006-47.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7117-120.jpg,7117-120.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7034-215.jpg,7034-215.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7115-194.jpg,7115-194.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7057-73.jpg,7057-73.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7085-129.jpg,7085-129.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7004-217.jpg,7004-217.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7120-137.jpg,7120-137.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7001-112.jpg,7001-112.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7140-138.jpg,7140-138.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7004-9.jpg,7004-9.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7017-251.jpg,7017-251.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7040-5.jpg,7040-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7081-173.jpg,7081-173.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Cracked\7026-241.jpg,7026-241.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7079-227.jpg,7079-227.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7020-82.jpg,7020-82.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7049-238.jpg,7049-238.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7051-224.jpg,7051-224.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7027-251.jpg,7027-251.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7032-240.jpg,7032-240.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7078-69.jpg,7078-69.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7005-47.jpg,7005-47.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7116-8.jpg,7116-8.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7072-113.jpg,7072-113.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7018-147.jpg,7018-147.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7071-170.jpg,7071-170.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7046-151.jpg,7046-151.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7127-79.jpg,7127-79.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Cracked\7090-127.jpg,7090-127.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7024-159.jpg,7024-159.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7096-149.jpg,7096-149.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7057-69.jpg,7057-69.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7069-198.jpg,7069-198.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7100-124.jpg,7100-124.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7043-158.jpg,7043-158.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7133-73.jpg,7133-73.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7079-17.jpg,7079-17.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7036-233.jpg,7036-233.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7109-141.jpg,7109-141.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7085-213.jpg,7085-213.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7126-60.jpg,7126-60.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7119-218.jpg,7119-218.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7133-10.jpg,7133-10.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Cracked\7052-204.jpg,7052-204.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7079-161.jpg,7079-161.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7134-103.jpg,7134-103.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7083-186.jpg,7083-186.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_B_Decks\Cracked\7021-210.jpg,7021-210.jpg,Decks,Cracked,Decks_Cracked,pending,train
Training_Pool_B_Decks\Non-Cracked\7040-30.jpg,7040-30.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,train
Training_Pool_A_Walls\Cracked\7073-80.jpg,7073-80.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Cracked\7070-72.jpg,7070-72.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Cracked\7103-135.jpg,7103-135.jpg,Walls,Cracked,Walls_Cracked,pending,train
Training_Pool_A_Walls\Non-Cracked\7122-72.jpg,7122-72.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,train
